day_of_week,weekend_indicator,holiday_indicator,month,quarter,cost_lag_1,cost_lag_7,cost_lag_30,cost_rolling_7,cost_rolling_14,cost_rolling_30,staff_count,overtime_hours,production_volume,marketing_spend,daily_sales,inventory_level,shipping_cost,weather_temperature,weather_precipitation,exchange_rate,commodity_price_index
2,1,1,8,4,411.94414092,310.94881216,427.59263646,327.42829486,353.4812628,179.35807248,84,2.05432982,503,820.1745622,2139.09206762,112.0873785,134.15029817,23.20422809,3.60877962,74.20419439,110.64010479
4,1,1,7,2,339.33008902,450.64930444,380.79991881,265.63083918,374.64475087,328.80313269,47,3.13593028,271,942.7477374,3191.59445271,279.5119921,251.21855331,21.9152355,11.61373885,75.84577566,119.58781734
6,0,1,5,3,352.95976478,450.75781668,333.11608827,285.79831223,210.47733432,328.75479951,60,3.83651093,240,1708.99368515,2078.66224048,130.70463598,238.07100115,24.4082693,10.06072766,78.25455385,131.47951728
4,1,1,11,3,189.73896866,359.89746198,426.65207967,189.01970193,354.81320188,239.38949503,79,7.18158032,647,962.72848744,2039.80874438,240.06215688,193.11859853,25.54222868,3.15981108,74.21679077,112.94967075
2,0,1,9,2,229.9463464,348.97473806,356.56119314,211.97904983,174.79066786,342.863064,37,0.65220708,230,1417.35398388,1447.68613727,201.10928845,127.50088407,26.07046599,8.45299868,78.12112843,109.02444842
2,0,1,11,1,383.2303441,471.58847545,209.51822098,193.31692552,371.13763091,237.4788666,79,7.73650668,716,892.41464662,3659.96874267,185.26030228,104.23158716,26.30168319,9.43009383,76.61448357,132.36826303
6,0,0,11,4,376.74135806,219.91384304,221.2769613,274.54729659,345.89693635,170.96456515,33,2.06254236,239,1017.20540826,3087.88725682,356.4274812,89.46886586,21.17379632,3.89653003,71.89556733,106.53321159
7,1,1,11,3,239.44360145,360.97438691,212.31808296,277.20664042,254.9879513,195.5419298,80,2.77057647,227,1415.32140963,1963.32586357,246.37095303,205.04951136,25.79507049,12.65238501,72.68444796,110.38018889
5,0,1,11,1,451.03236641,469.53007144,314.78338639,248.03968508,339.27386859,311.8187337,74,3.77568349,895,819.80239153,3462.75285593,204.76789267,240.31234266,28.88868899,12.24674649,74.21182783,129.79481334
6,0,1,11,4,244.48566289,254.36208672,380.71470077,312.39198235,376.33895345,259.96140372,74,5.65752317,311,768.74698123,2139.31206692,356.58188093,157.60177799,29.42927992,13.24907745,71.32664291,129.75830969
2,0,0,11,3,170.17709781,204.81867186,344.1688185,272.98553271,346.58615667,291.12446933,79,5.01760539,814,2085.45510065,1660.09829932,309.6309961,248.69495488,32.29508952,3.16990207,71.01272336,130.11013868
3,0,0,3,1,147.20222596,321.3963051,359.3890043,256.68287644,363.17027584,205.84871086,77,2.84579086,232,1333.90879564,1884.06391151,164.9458973,254.35371468,26.55627108,9.64403246,77.45093869,129.95210412
2,0,1,11,1,364.37478215,205.16020796,255.26622253,310.70121342,260.20961022,285.63798362,69,4.12941205,881,1731.32291445,3947.93275566,343.09207257,90.08203914,28.91271531,9.04844875,71.11247526,131.99672483
2,1,1,11,2,153.85176634,451.2935943,262.57233675,293.37493193,230.83154955,338.23158092,78,2.60028702,923,1327.19992096,1681.26043184,133.65888766,87.58581649,25.48766008,3.77357032,72.34858677,129.81429778
5,1,1,2,2,186.88049166,323.44383334,137.13606422,287.14170628,307.56418866,294.85891907,77,5.89536531,347,1712.93797789,2391.3355342,230.58773385,218.43650652,25.33865994,6.92908807,75.40230577,129.97964256
7,0,0,10,1,359.10681902,300.36137733,304.70927025,258.83664494,352.5192164,339.95070623,36,2.06485699,894,1118.12196072,1491.99604695,112.19500788,209.51124872,22.40589343,7.33535008,72.21690436,119.43062064
4,0,1,11,3,388.97251115,375.54426846,335.98808677,181.64726173,307.47743284,343.51704109,49,3.77320963,870,1655.12768772,1611.24883335,264.18397531,238.22198811,20.7133819,5.74284987,78.12514859,132.57934444
3,0,1,11,2,164.52925638,200.20629075,318.65778602,314.57173969,375.46501895,340.9358585,38,8.55639531,827,959.09775123,4014.06237276,277.45851107,254.36944799,21.88660053,16.81934386,75.98151788,112.2917797
7,1,1,2,4,149.88919222,434.62076374,394.02884699,326.38240987,376.1764656,347.60933022,46,2.69042475,904,942.10951266,2031.26440566,296.54004293,248.71288834,26.74327574,3.59020279,72.65379268,113.00710362
7,1,0,11,1,150.97449406,196.00286888,431.94753002,253.02978416,197.28124029,176.1898787,75,7.57035454,414,1164.47304988,2139.36144063,197.34137442,125.88328237,33.22764866,15.92552355,74.04828017,124.4525135
3,0,0,9,4,435.16603215,176.02620055,242.4668075,331.89554285,355.9851784,267.0487052,38,3.89035251,435,960.49936326,1991.49151113,304.88935538,184.01129813,29.33396153,8.34105824,77.66309428,128.25424374
7,1,1,3,4,164.43433793,252.70347062,307.17155226,294.17028316,173.10403374,235.62737021,31,2.45923459,792,1286.06037526,3985.04103934,159.3169148,253.93436063,22.97969379,9.05863765,72.77685624,126.54506342
2,0,1,11,4,239.95523666,369.99071807,380.16450818,274.00109783,178.60965128,186.22204533,83,5.84132044,669,1150.16305432,3791.44286164,282.57015953,155.97169156,24.92351325,3.12243364,75.22504447,114.38240449
2,1,0,6,2,307.97264934,329.25866336,271.05936723,235.45031823,225.28139807,227.09012342,24,7.42520411,924,1422.79972684,2005.19665484,112.87745536,247.56071611,29.04682102,12.82600347,71.21236338,126.12073924
4,0,0,11,1,232.99168886,289.86939651,423.85845733,329.96456837,229.99032427,277.89627418,41,0.792741,890,812.03658394,2248.90299464,237.61588104,189.70312069,18.06534135,3.8016753,73.24981408,133.21449335
2,0,0,11,3,364.55070461,196.71977349,335.44287989,198.13269895,322.91551072,267.89674188,68,5.37401582,271,821.47609983,2508.95662494,203.03371955,254.07812874,22.97375774,10.9327789,71.17930426,117.93353569
2,1,1,9,1,164.52030759,359.06939803,316.95708215,181.17054065,262.23203921,313.53377054,78,3.77071147,717,951.10755185,1503.59239513,266.43901204,206.78599946,29.58518821,7.25748409,72.61734244,129.82361626
7,0,0,12,4,196.31718202,360.41585786,386.94639054,271.95246968,362.00414005,198.17256639,79,1.47348874,319,1377.71555711,1454.07643904,308.12738761,256.00146104,26.5635618,14.97552364,75.68396489,132.6484228
6,1,1,11,3,235.9072636,398.35993581,423.92246313,209.07450119,337.66831676,179.39677614,24,5.83716837,671,1691.06164883,2924.97043316,415.88921046,184.76629667,26.82391346,6.15151597,72.94536113,113.68099616
3,0,1,2,2,321.68944386,246.90363031,234.49230407,288.22308163,335.52912007,179.19954205,77,2.68806046,612,991.68228334,3128.69156736,267.01835455,127.88303675,29.01931688,4.36077456,72.36795692,132.88857083
2,0,1,11,1,373.064517,214.13056407,285.77437306,237.06068527,374.63772198,252.64552656,73,1.62974532,253,1654.65413695,2051.0603379,429.57959014,257.40370028,29.15555071,11.04929574,72.93494195,126.09136669
2,1,0,10,1,149.84321213,451.29604999,245.6727728,201.10125529,342.68681564,339.2381027,83,2.44708584,843,2503.49544437,3843.54997985,384.83806996,148.45441211,32.76740642,9.99617149,71.95071099,141.69900144
4,0,0,3,2,237.09815515,209.5749309,167.17685497,287.34146705,234.79560153,353.65269969,52,3.76773107,356,2428.10961824,3141.73622558,360.96392053,265.09842486,31.55351367,9.06177617,71.89347753,108.74453619
7,1,1,5,1,355.99664888,228.26368962,304.54232853,258.3212795,365.50683134,179.30978148,22,7.03903864,758,1194.31241948,2675.61423629,383.08433564,145.17888426,22.97419211,9.75832919,70.97992987,127.76899112
2,0,1,11,2,380.53886144,195.80307614,197.04292785,200.71102439,255.60643836,336.61701292,27,1.3351537,521,1303.67249945,3822.40920068,125.2291871,198.2227405,31.00423679,4.4328791,71.12821506,130.13437745
2,1,1,11,2,420.25584614,169.97110137,380.98439656,240.23689811,229.76188516,339.469114,46,0.65515027,744,1372.8056158,3986.59743036,272.90742327,146.07376521,26.40181444,4.15367661,77.99910298,113.6975723
5,0,1,10,4,139.96621446,300.31690605,134.4199179,189.21792485,221.07220537,318.57982336,23,7.5707687,620,2224.30048542,2782.71767556,195.20823139,220.80259823,25.42053302,9.95888839,75.87754893,130.87305114
4,0,1,11,4,361.59717852,303.84412272,428.399571,309.34609433,328.26839264,272.6774955,30,1.06143028,878,1721.80856975,3035.08846589,231.44117333,255.17647149,25.82351479,3.54401616,78.17911906,129.81478629
2,1,1,11,2,382.54028267,387.16205103,321.63981207,225.04250981,351.03747011,323.92409624,52,5.95592185,242,2206.16650527,3854.424089,273.10049931,184.44507206,21.91983121,8.64469071,73.97328088,113.61559005
2,0,1,11,4,353.78060172,383.27563216,323.31183843,178.90106737,246.97107892,177.02097717,33,1.51710887,710,812.92916917,2139.99902692,375.78537937,247.40707492,23.71957404,11.21473304,77.95165265,134.76326766
3,1,0,11,4,439.42231502,327.48116924,334.13276952,193.07324334,340.79816037,261.39750314,41,2.05064106,292,1650.62565707,3983.66193036,152.82561597,100.02860092,26.80162419,11.40259365,76.28694841,114.11950305
7,1,0,11,3,231.86849635,440.79822356,309.91718537,193.32335719,351.59932704,336.9209651,63,2.64960324,728,928.2170477,1631.98266846,129.40501302,235.96437247,19.0104942,13.22714204,77.99882729,142.42393684
5,1,1,11,3,343.6385313,282.65522981,350.64967928,305.35309977,229.75052905,225.22115978,63,4.87823897,581,821.81530048,3086.5384754,224.69700074,87.76934446,27.36262973,8.34970757,72.30536048,119.13314443
2,0,1,11,1,320.76259733,450.99376662,380.86042218,174.59162185,282.42198649,325.79385473,83,3.77174995,207,1664.73099495,1484.75422246,403.28226945,206.20625288,33.43407787,12.92969702,75.9962894,125.7462072
4,0,0,2,3,452.6933887,263.503931,358.62756111,336.27107525,323.39226642,179.44828554,80,1.96276112,873,1958.99722213,3229.5062752,195.63465714,186.09201891,20.83929378,4.38282349,73.9335579,131.63661809
5,0,1,11,3,371.83994839,205.63899552,320.228699,327.10828307,174.61898589,170.89385339,27,5.73747602,673,1738.75685427,3075.61830916,426.44869785,261.51566292,21.92386008,7.25795073,72.50842897,123.57646292
2,1,1,6,4,357.59554701,228.99540989,215.51015343,259.69451675,252.52199919,338.13326606,24,0.76726742,606,1690.63803014,3037.35648378,195.35325611,147.0855313,28.13901103,9.53840161,77.66486796,142.1515096
3,0,0,4,1,166.66427037,328.5232357,356.90724465,226.31330333,175.45749179,264.12148588,82,3.76838169,298,1733.52007019,3982.88425352,195.35380659,254.2411731,23.27423758,8.73066952,78.15444401,133.54909897
2,1,0,11,1,173.7962556,196.93421248,310.08079962,201.92249236,326.22457534,311.65988464,34,4.28900618,235,1425.87714813,2567.49058036,427.42022979,254.12089063,25.50667116,3.60363261,77.99894075,126.12135005
3,0,1,11,3,320.5250371,188.0503277,421.75342405,267.67803813,324.98768301,325.61713724,79,1.33699528,883,918.71299046,4066.71972118,395.7356242,128.24006594,21.16549602,9.17695819,76.54366428,113.0747509
5,1,1,11,2,237.43758479,259.45684251,311.63847188,326.00583225,247.32145891,364.85597512,26,2.73875064,588,844.54835424,3941.31259909,423.16864334,236.68083772,32.41433232,13.90288377,78.21068619,112.30159474
3,1,0,12,4,319.9796065,205.18868792,370.6732017,331.90893058,245.89980613,184.43993731,34,4.87800142,533,1376.4382549,2136.24340607,463.40787774,92.23195835,22.98039957,3.53428462,78.05779949,141.05596342
2,1,1,5,2,453.80660013,203.94762478,418.60365055,249.35363174,247.41618706,237.43838852,72,6.18933915,887,1023.25393309,2421.22942258,426.06113382,240.3234586,23.35613448,4.46463168,74.28847525,128.7791307
7,1,0,11,2,143.24027547,473.70980177,131.5514635,302.99193454,195.93774463,262.57648278,78,3.3639572,520,946.53535968,1872.15547824,176.08413441,148.73965236,22.88807851,11.8504613,71.79724965,128.30964594
5,1,1,11,3,305.60956008,327.95529199,301.05022942,243.4175802,375.67247404,183.17550166,45,7.13686088,658,1048.7638998,2979.46651354,396.54289844,248.77606831,26.23474655,14.51215303,72.294502,131.18650779
2,1,0,11,1,389.83016272,321.5247064,315.02680639,288.67344891,197.24493203,243.76741135,36,7.40388246,223,1017.47621834,4009.00812189,143.47345743,254.74307062,21.7075469,16.1935231,76.60536257,108.15390269
2,1,1,9,1,341.18229409,252.76958328,410.21839235,250.38794328,244.79751596,326.87988783,55,7.57017014,894,1425.08147769,2135.18663512,286.10211865,87.88670436,22.96992038,3.34397281,77.99887737,136.46276454
3,0,1,11,3,376.73623578,202.09731354,265.67816555,279.69721533,229.97620865,258.26829047,71,1.82937477,283,801.57480392,2279.85161515,111.96466518,253.79378571,32.11621845,3.90106578,71.79749534,119.34528256
3,0,0,10,4,175.68978304,300.70004677,380.97947704,293.2223392,371.63143438,264.84384797,39,5.39682768,278,1544.72152038,1430.28528977,126.70042865,140.25517363,23.16411313,14.55913942,76.5130428,108.22961266
2,1,0,11,1,412.76576937,465.31102063,423.81543718,305.90926946,346.42475957,243.73520978,49,6.05509465,878,2063.54446245,3290.85028646,414.04383831,250.96506824,23.10144659,5.12445832,75.82624131,113.26055312
2,1,0,11,1,333.76282764,325.57373241,394.22191082,310.79513739,245.18551303,182.87277701,32,2.05048816,884,1164.53665601,2707.72179079,391.65614595,155.64686071,24.21571942,7.44729015,72.14539105,108.34302172
2,1,1,3,4,164.58339093,326.89873788,331.58225977,248.24842225,337.70006084,350.16985431,51,3.67872672,917,1534.84414425,2434.87617735,313.69680388,119.58971297,22.96928692,8.98038751,73.98584025,129.82152957
4,0,0,11,1,367.70743619,324.99464714,332.21996249,338.52229797,189.70348074,289.73724548,27,1.44612188,638,927.80552828,1969.36677781,318.53281002,247.27288303,26.4619923,11.21705536,72.01000931,141.6441064
7,0,1,3,4,396.17763488,466.85961434,300.75214888,220.65875625,355.4911116,258.28409413,53,8.63828816,479,1426.11786527,2741.71465921,236.34856732,254.02652973,24.93404606,7.15611385,76.64424387,110.37999138
3,1,1,7,1,164.38181455,257.46870946,249.91620034,256.66447001,354.0974604,342.96747164,38,3.77641892,365,911.93343454,3988.49714831,431.98092279,182.89951999,31.82458886,7.4154132,71.79676534,126.51391112
6,1,0,11,2,251.15572124,208.84998582,307.87489928,212.24175128,352.92027117,179.55171661,34,4.94444595,325,977.50354423,2766.32940919,298.93770742,129.7118371,26.7827456,12.64140212,76.64807563,113.00871214
5,0,0,2,4,388.43497891,430.22432544,381.2991253,239.3995723,194.46549312,309.32815186,47,4.81570722,245,846.13899714,1962.12494126,130.15185552,127.16299753,27.363401,2.85657241,72.69799644,135.74934937
7,1,0,4,2,376.72737902,242.24688028,408.07604965,253.25386303,316.62547632,337.77097137,83,7.23757617,696,2095.00204331,1432.07067308,310.56453718,200.0912445,24.36600723,3.05034417,74.36435543,114.71631239
5,0,0,2,3,201.45271452,473.83943683,332.29574209,251.76530923,376.34496108,243.00175407,56,4.86663428,252,1568.78231221,2365.31881692,263.26991737,210.86616959,30.62767558,10.66130926,71.78055397,108.64558477
6,1,0,11,4,190.10979576,330.04133235,380.80461381,303.08142164,354.00952046,347.96768873,23,5.62274422,644,2122.89452774,2430.86096948,130.51319619,146.56844386,25.33848415,5.791274,74.3061667,122.03108144
2,1,0,11,2,436.11665206,438.51045056,283.71559252,219.36410808,288.53787071,266.244831,33,4.71242884,218,897.5132485,3884.87507977,235.62588989,134.94219273,26.42150375,8.30303007,72.93687408,129.93246315
7,1,1,11,2,200.98006308,301.58453512,379.16008907,293.48677533,307.29777661,257.67856744,44,5.83227395,624,920.02229179,3862.20008561,233.68997076,166.74166891,33.43324841,9.47990905,75.13778818,111.79129838
5,1,1,11,1,367.32446921,214.65163298,230.86948343,244.52330933,179.3145719,262.71155589,72,7.75141294,514,809.72550232,1827.48359394,414.86225162,205.78459824,27.88342858,13.74687148,72.06347655,108.40986777
7,1,1,3,4,349.35136274,324.02418818,356.16732302,176.80815114,335.04451573,268.47715469,68,5.55202,711,1373.99073123,4024.64043093,265.84893435,111.55351515,23.08107735,9.05299718,72.12683364,109.16453237
6,0,0,2,3,190.19251845,357.65894215,381.81848433,261.5264914,337.70021398,172.04555701,81,1.19939155,863,2466.05180576,1697.08880689,305.4192075,131.27056809,21.84307653,10.55051388,75.38389819,131.25476999
6,0,0,5,1,202.71859853,253.3974433,208.62609185,191.93294055,337.699106,371.32588923,35,3.09096527,373,1759.85469887,3370.64066993,319.46280186,206.59467589,33.43021352,2.80550353,73.90057576,113.21002987
2,1,1,11,1,371.33524428,229.68242437,255.79749666,248.64740813,229.79299134,286.70642331,26,2.71238198,361,1650.87408157,2762.63484742,116.76096571,127.46712518,31.10442761,3.43700585,71.79266202,141.62932386
2,0,1,7,1,376.60834946,319.45028929,135.06733575,238.26381208,185.88911782,299.455182,83,2.84177892,878,862.51371517,3140.14796688,281.32477246,184.59141704,32.43129236,9.02708651,78.1877381,136.08919962
2,1,1,2,2,364.86233798,200.31133287,132.79936844,252.05199841,247.6366694,295.76747845,74,2.56368649,425,1650.23887159,1746.93214432,467.19610595,147.69840739,29.40581352,8.13896449,72.37970267,119.21765563
2,1,1,11,3,311.72654383,256.73122386,311.46302567,245.04565287,307.2612406,341.12180783,36,3.97524074,717,953.28404358,3811.14046341,112.61411569,251.96576029,26.74357079,10.0267213,75.86825578,112.94648781
7,0,0,11,3,164.70747381,393.38639672,228.55546832,256.56194592,351.68454913,237.39645019,23,0.74743591,720,2208.65091646,1681.46769455,118.06902917,121.49744737,19.3088388,2.92253409,72.40566115,133.05368169
7,1,1,6,3,236.02826545,349.36378411,217.29681916,287.34331699,343.4419373,178.25007713,62,2.95051337,707,811.43861161,1972.83028206,393.95052784,135.01592514,22.51628268,11.89504911,72.6855509,129.77708393
3,1,1,4,1,142.20598296,196.98800605,150.10514292,284.43208475,351.54160952,243.21949076,24,4.1120925,249,2509.63506806,2911.97702703,313.2727331,236.58079837,25.66950278,3.088704,76.6620598,120.91320494
2,1,0,11,3,164.43349348,209.42926495,334.35553237,287.02518294,370.84563846,325.69321797,84,3.77788725,440,846.9678031,4143.09787092,176.40053144,128.60647527,28.90565132,13.15279173,76.68900986,119.32219669
4,1,1,11,1,320.84355874,360.97601034,249.10191124,218.38089892,284.67650597,188.70809937,66,1.33294979,487,1664.72270956,2944.30366429,393.06610204,262.59058583,28.63808079,2.82076853,72.18417772,108.49231573
7,0,1,11,3,161.24015506,189.0626173,334.88035568,244.85979262,187.14342529,339.2794233,28,2.75635285,337,922.64186637,3111.28915757,197.90901941,249.20165063,29.26872964,2.85157979,72.80503026,110.3657572
7,1,0,11,2,374.82780824,414.23484329,133.23982024,318.407229,246.64396389,338.22947376,61,7.15296953,304,973.20213356,2091.65209757,264.63938155,254.23758695,29.52665467,10.27385059,73.98438462,141.64621299
4,1,0,9,4,168.84152335,169.65012377,380.18869777,192.55285692,255.42846009,288.47823122,51,2.697108,206,924.72890392,3583.76544307,111.15881804,139.02563075,26.78009698,8.3990488,74.21627081,106.59354508
2,1,0,11,2,408.1815491,431.03102132,137.61081846,300.88450232,175.13812036,224.7608295,46,7.56916779,540,2460.05782791,3132.41653596,190.51848099,109.01819657,21.91868836,11.50520847,72.68167809,113.14672076
3,1,1,6,3,449.12549367,358.95737397,134.55922546,267.71894766,176.48719873,206.03558316,21,0.64760861,339,2052.26054864,2134.79345059,159.01380155,149.25773276,24.80845983,9.76080567,71.93926023,114.83200823
2,1,1,11,4,369.91398745,217.39247927,405.07725533,253.05063309,246.88717234,326.427803,84,7.23268416,426,1411.42731858,1458.97260425,134.97945136,89.00453425,29.50711035,4.29685701,76.49443395,133.35545286
3,1,0,11,2,359.7756306,305.41315511,357.69886107,287.449944,321.14646527,298.04788023,79,8.55150598,817,2408.06303447,4101.97533143,198.6478097,111.54651483,19.4745852,6.9857046,74.13040535,110.57724152
3,0,1,11,2,370.59495014,449.37877856,229.50421969,334.6263099,176.26112594,325.47696528,62,0.81285596,906,821.18070351,3377.40054524,426.95134955,182.89131167,33.42759486,12.66541999,72.93959536,116.1176708
5,0,0,11,3,190.53096269,440.67049187,302.97002918,192.67433827,372.49658309,332.05541155,74,5.51955481,374,1425.8224742,2417.2129746,229.64037736,147.12659306,25.39560394,3.79670689,77.99872699,106.06247285
2,0,0,6,1,213.89755751,258.04028288,243.81249414,302.95668116,342.81326976,261.27457666,45,7.57032487,260,2082.75190894,1861.74854218,174.06054597,209.35269919,21.90356943,7.04069886,72.21775197,108.61868131
2,0,1,9,3,191.68717108,463.21353686,312.42341125,245.29269338,363.94928676,172.08223684,23,7.57064022,422,2348.10656453,3360.54091232,356.69517019,205.60616597,24.38087921,11.28207618,76.86629189,119.32208162
3,1,0,12,3,198.95048791,252.80488503,419.81151137,239.67928533,353.9724299,325.68059247,77,5.83335339,291,1138.08063286,3117.5449214,234.26646368,135.468072,21.68753824,14.60073849,77.79248978,109.41498651
3,0,1,11,3,382.09948642,294.34354672,229.71498329,274.61555542,375.57268081,170.95892112,79,6.05008766,899,1653.45875138,4010.67041073,165.97018879,249.1930561,23.00690024,3.67160433,72.15106025,141.56484558
2,0,1,11,4,229.88214217,459.39683972,304.83791662,309.91532355,374.05140088,273.50047627,22,7.49887626,919,876.69329917,1627.92915099,129.61250034,169.27371992,21.92008082,4.80377958,72.34618756,125.90231269
5,0,0,11,2,279.79895866,254.56451337,423.86554491,257.13946867,374.78985802,177.78175565,29,4.56501365,780,2469.66679243,3791.60455511,153.22521797,141.52780621,23.39997355,3.41605178,76.71262711,115.07095319
7,0,0,11,1,320.8928086,270.74843266,421.29182231,247.06061932,247.10989715,306.42850228,80,7.93557934,917,1040.44596091,1713.55010323,195.41618931,171.97180907,29.16280945,4.24090765,71.03935013,129.88410149
4,1,1,9,4,371.43350853,327.4412279,135.33529558,309.98072396,374.86215108,308.8486883,46,4.88488646,857,808.0492905,3408.43669336,205.17909368,259.69911924,24.01695114,8.96606658,70.95920405,127.68504615
2,1,1,11,3,236.33413242,276.87704933,415.64040931,290.00973444,247.40783025,340.15121007,62,4.20405655,232,832.82478042,4027.47537069,178.14910168,161.4291251,33.40074012,9.0473639,71.45164688,118.67131677
2,0,0,11,3,367.35748509,473.47373507,245.58256862,212.28575677,247.17783238,179.58615953,78,7.49784212,882,1730.91225713,3740.1749695,379.36000924,211.07605642,27.14147074,3.12283114,78.53708418,129.81274531
3,0,1,2,3,190.23046546,226.71280053,391.30005747,334.24318714,337.8375808,264.25719336,56,5.11285372,397,1419.43798297,3858.76372679,274.56043359,184.68664505,24.14127477,4.25656109,72.33832272,113.65061316
2,0,0,9,2,145.55668364,175.03298486,367.74528646,333.60140373,351.51377866,179.29593485,78,3.97412193,507,1650.02916489,2569.80063335,168.12712944,120.82487582,21.67922518,3.24932619,76.87595442,107.03070121
2,0,0,7,3,318.4020588,330.16940127,162.06565521,273.8641192,351.28499813,356.93989206,58,7.05135936,303,1389.02933169,3137.69674222,356.40333577,87.62752389,26.40683357,15.0028646,76.6120214,136.57121608
2,0,1,10,1,201.94658832,472.50889352,135.87894204,259.46582715,344.24934011,329.13918107,42,8.03988218,679,1277.2578277,2054.09440757,131.79699431,135.2690533,33.41775938,14.78803098,74.23383356,133.20418878
2,0,0,11,2,164.49367848,199.81584473,412.423008,179.54778779,280.82406035,337.62894418,21,5.80616277,263,1424.89043426,2700.22385844,157.5125314,181.179137,31.23743357,9.06569729,72.41301325,141.50016956
6,0,0,12,1,183.71263162,462.24989522,234.84613128,238.03925413,352.16480169,293.27227906,57,7.65299622,556,1069.88855322,2030.83349883,238.72499604,108.80627559,27.18484387,3.53931524,73.32689495,141.72350546
2,1,1,11,1,387.49627899,302.60186361,418.20691298,268.46680656,278.74558599,355.94290453,24,7.70769849,378,817.30226065,3129.63210974,299.03125568,107.48122675,24.99095839,11.28836703,77.29817935,129.46769607
2,1,1,11,1,246.40092766,362.23779059,227.16395172,251.84516696,355.60175252,234.56914244,21,8.62406802,599,2046.19628681,3267.57921652,132.7275679,155.85323197,22.97109123,7.22179711,77.65391443,133.15633728
4,1,0,11,3,406.99536187,475.19315238,393.37998548,253.04008012,321.19286945,336.35414622,56,2.76865189,313,2475.3545742,3982.94952458,310.72988414,264.58379741,25.75058482,2.98934742,71.81434061,106.89771598
6,1,1,11,4,430.1211498,279.07099156,305.4595441,193.19932956,229.97593847,289.29484729,59,7.93477766,244,1731.01067335,3009.93577187,431.09354221,146.65892945,28.44669629,9.06175162,71.48478026,133.19237307
6,0,0,11,3,376.61557206,354.34103501,316.03642515,336.51887285,327.94279518,263.07446297,51,4.4615026,309,1672.57671721,1962.28800046,187.86982776,222.0909684,32.38772349,4.05979497,77.99867636,130.60678898
7,1,0,9,1,189.94479576,217.7378431,231.43294901,270.75113515,226.93518185,292.92866101,28,8.00698249,251,753.79848727,3146.52418704,150.34688089,163.98307389,24.90911118,3.10494532,72.27290513,113.20727462
6,0,1,11,3,317.64471012,329.91625792,235.81084995,330.92619819,305.61019354,308.63937153,82,7.41909094,843,1760.48841895,3663.81347271,419.68186895,111.10182332,29.21506952,9.04427523,73.97498377,113.6854291
3,0,0,11,4,172.65723708,359.84694957,301.97077496,324.10481107,353.84586041,318.28976248,42,7.58794279,243,1119.73358761,2000.38799442,160.39774673,181.96667859,32.41728835,11.03232652,75.88198192,121.97544394
3,0,0,6,4,198.50298088,305.38545955,209.69106183,188.09851024,228.29199764,176.36306595,22,7.57048388,613,1534.4758387,1982.88944366,281.80130958,87.64299586,31.28136927,7.79354356,72.52010041,112.66135109
5,0,0,5,4,183.73845617,247.28137322,432.28959547,287.46721231,320.70186003,182.24052368,46,6.9969565,504,949.04101757,3117.77812577,415.15979273,128.75084334,22.99195079,8.14271214,77.16882719,117.99943369
4,1,1,11,3,376.41793703,465.12899514,132.03860356,189.50921771,248.81687491,336.15140376,23,7.43479188,725,2514.24967208,3637.06907455,240.27415433,103.60994992,26.77707468,9.38744842,76.81011318,139.78306625
4,0,1,11,1,359.91804239,266.02634725,419.19780968,176.73667031,337.713008,178.03742024,40,4.73438298,399,1631.94218397,2142.90520964,237.2919818,214.03715611,20.61996187,7.36259268,76.72801239,118.21834384
2,1,1,11,3,389.68649221,444.92917094,260.73672735,268.41830456,229.87989733,336.74692793,24,7.03149776,281,960.18532237,2707.55541884,152.18082794,99.18602679,25.85850391,15.30261853,70.96472949,141.66330452
5,1,0,6,4,139.85928424,177.008917,313.69378854,245.60722953,313.99446867,171.17897886,27,0.77032396,627,2068.28354299,1834.14659331,110.97337968,107.87483138,32.56030278,3.54851172,76.66438983,116.27689502
5,0,1,11,2,228.60186157,264.0128542,230.2941167,224.4364639,353.53613788,346.23921462,27,4.99490045,399,2478.00304267,1983.78613948,414.72282919,87.63203193,18.31744146,3.55115838,77.43993463,133.19749227
2,1,1,8,4,198.3307446,256.99583517,135.75428036,175.91892308,220.46395779,323.6203792,29,8.70234176,274,1649.13316989,3117.22745496,130.88723911,88.77922538,21.92516966,3.80668262,71.67220096,126.89234017
3,0,0,9,1,321.3896487,345.53472466,427.25219609,193.3142725,307.36714866,179.51388087,77,4.11222769,241,1665.13590547,3437.56247648,417.53789271,125.52647086,25.59998927,8.48134529,77.12094466,127.3900893
6,1,0,11,3,164.36012637,358.54343072,418.99818909,306.17552519,181.18713489,354.20711228,80,8.25110374,421,985.9699925,3225.67383981,201.77622979,160.45009511,26.72284265,8.11006146,76.8300709,120.62465916
4,0,0,6,3,140.70662144,461.6215375,380.91859407,184.3295298,350.82912294,185.31218933,72,2.6932483,298,1689.32757157,4037.17890584,195.62577525,111.20865304,26.79962522,8.91216678,72.05523206,128.32201737
2,1,1,11,2,212.16303456,327.76412822,428.13666383,287.0880258,216.03791185,355.24458664,76,7.21415798,213,953.31296742,1796.66453095,354.63332178,185.90043751,33.18788849,2.83277299,75.57242198,130.21795669
3,0,1,2,4,319.71856361,300.22480327,216.54018163,289.12173992,314.90223651,347.8276885,73,4.12105483,770,2171.43247743,2143.29132749,192.66083474,248.47154799,24.18647381,14.22568767,74.12230975,123.95815683
